date,rank,artist,song,lyricId
1998-01-03,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,-1
1998-01-03,2,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,17498
1998-01-03,3,LeAnn Rimes,How Do I Live,17356
1998-01-03,4,Janet,Together Again,17517
1998-01-03,5,LSG,My Body,17468
1998-01-03,6,Usher,You Make Me Wanna...,17402
1998-01-03,7,Savage Garden,Truly Madly Deeply,17499
1998-01-03,8,Mase,Feel So Good,17469
1998-01-03,9,Boyz II Men,A Song For Mama,17507
1998-01-03,10,Robyn,Show Me Love,17483
1998-01-03,11,Hanson,I Will Come To You,17494
1998-01-03,12,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,17413
1998-01-03,13,Chumbawamba,Tubthumping,17432
1998-01-03,14,Dru Hill,We're Not Making Love No More,17508
1998-01-03,15,Uncle Sam,I Don't Ever Want To See You Again,17478
1998-01-03,16,Aaliyah,The One I Gave My Heart To,17444
1998-01-03,17,Paula Cole,I Don't Want To Wait,17467
1998-01-03,18,Next,Butta Love,17426
1998-01-03,19,Spice Girls,Spice Up Your Life,17475
1998-01-03,20,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,17458
1998-01-03,21,Allure Featuring 112,All Cried Out,17409
1998-01-03,22,Lisa Loeb,I Do,17471
1998-01-03,23,Third Eye Blind,How's It Going To Be,17500
1998-01-03,24,Aqua,Lollipop (Candyman),17509
1998-01-03,25,Boyz II Men,4 Seasons Of Loneliness,17439
1998-01-03,26,Jewel,Foolish Games/You Were Meant For Me,17198
1998-01-03,27,Total,What About Us,17411
1998-01-03,28,Third Eye Blind,Semi-Charmed Life,17362
1998-01-03,29,Backstreet Boys,Quit Playing Games (With My Heart),17358
1998-01-03,30,Destiny's Child,"No, No, No",17496
1998-01-03,31,Fiona Apple,Criminal,17445
1998-01-03,32,The Notorious B.I.G.,Going Back To Cali,17501
1998-01-03,33,Nu Flavor,Heaven,17450
1998-01-03,34,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,17387
1998-01-03,35,Sister Hazel,All For You,17370
1998-01-03,36,She Moves,Breaking All The Rules,17476
1998-01-03,37,Bone Thugs-N-Harmony,If I Could Teach The World,17457
1998-01-03,38,Metallica,The Memory Remains,17495
1998-01-03,39,Sarah McLachlan,Building A Mystery,17421
1998-01-03,40,Mariah Carey,Honey,17428
1998-01-03,41,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,17347
1998-01-03,42,Los Umbrellos,No Tengo Dinero,17417
1998-01-03,43,Shania Twain,Don't Be Stupid (You Know I Love You),17502
1998-01-03,44,H-Town,They Like It Slow,17453
1998-01-03,45,Billie Myers,Kiss The Rain,17481
1998-01-03,46,Spice Girls,2 Become 1,17396
1998-01-03,47,98 Degrees,Invisible Man,17373
1998-01-03,48,Richard Marx & Donna Lewis,At The Beginning,17477
1998-01-03,49,Shawn Colvin,Sunny Came Home,17369
1998-01-03,50,Milestone,I Care 'Bout You,17419
1998-01-03,51,LeAnn Rimes,You Light Up My Life,17429
1998-01-03,52,Mary J. Blige,Everything,17440
1998-01-03,53,Alana Davis,32 Flavors,17503
1998-01-03,54,Shania Twain,Love Gets Me Every Time,17451
1998-01-03,55,Reba McEntire,What If,17512
1998-01-03,56,Imani Coppola,Legend Of A Cowgirl,17433
1998-01-03,57,Bee Gees,Still Waters (Run Deep),17513
1998-01-03,58,WC From Westside Connection,Just Clownin',-1
1998-01-03,59,Gary Barlow,So Help Me Girl,17459
1998-01-03,60,Sting & The Police,Roxanne `97 - Puff Daddy Remix,17522
1998-01-03,61,Master P Featuring Pimp C And The Shocker,I Miss My Homies,17422
1998-01-03,62,Kimberly Scott,Tuck Me In,17511
1998-01-03,63,Olive,You're Not Alone,17463
1998-01-03,64,Big Punisher,I'm Not A Player,17474
1998-01-03,65,Davina,So Good,17472
1998-01-03,66,David Bowie,I'm Afraid Of Americans,17489
1998-01-03,67,Insane Clown Posse,Santa's A Fat Bitch,17523
1998-01-03,68,Mack 10,Backyard Boogie,17410
1998-01-03,69,Brian McKnight Featuring Mase,You Should Be Mine (Don't Waste Your Time),17423
1998-01-03,70,KAI,Say You'll Stay,17519
1998-01-03,71,K.P. & Envyi,Swing My Way,17525
1998-01-03,72,K-Ci & JoJo,Last Night's Letter,17446
1998-01-03,73,Playa,Don't Stop The Music,17487
1998-01-03,74,Amber,One More Night,17460
1998-01-03,75,Daft Punk,Around The World,17412
1998-01-03,76,Clint Black,Something That We Do,17518
1998-01-03,77,2Pac,I Wonder If Heaven Got A Ghetto,17510
1998-01-03,78,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],17486
1998-01-03,79,En Vogue,"Too Gone, Too Long",17449
1998-01-03,80,Diana King,L-L-Lies,17493
1998-01-03,81,Naughty By Nature,Mourn You Til I Join You,17484
1998-01-03,82,Martina McBride With Jim Brickman,Valentine,-1
1998-01-03,83,BeBe Winans,In Harm's Way,17490
1998-01-03,84,Trace Adkins,The Rest Of Mine,17462
1998-01-03,85,Deana Carter,Did I Shave My Legs For This?,17514
1998-01-03,86,"LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P","4, 3, 2, 1",17524
1998-01-03,87,Sammy Kershaw,Love Of My Life,17526
1998-01-03,88,Enya,Only If...,17527
1998-01-03,89,Gang Starr,You Know My Steez,17504
1998-01-03,90,Changing Faces (Featuring Jay-Z),All Of My Days,17479
1998-01-03,91,Lutricia McNeal,Ain't That Just The Way,17528
1998-01-03,92,4.0,Have A Little Mercy,17405
1998-01-03,93,Anita Cochran (Duet With Steve Wariner),What If I Said,-1
1998-01-03,94,Queen Pen Featuring Teddy Riley,Man Behind The Music,17515
1998-01-03,95,Toby Keith With Sting,I'm So Happy I Can't Stop Crying,17506
1998-01-03,96,The Prodigy,Smack My Bitch Up,17520
1998-01-03,97,Le Click Featuring Kayo,Don't Go,17441
1998-01-03,98,Billy Lawrence,Up & Down,17516
1998-01-03,99,Sublime,Doin' Time,17521
1998-01-03,100,Barenaked Ladies,Brian Wilson,17491
1998-01-10,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,-1
1998-01-10,2,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,17498
1998-01-10,3,Janet,Together Again,17517
1998-01-10,4,LSG,My Body,17468
1998-01-10,5,LeAnn Rimes,How Do I Live,17356
1998-01-10,6,Savage Garden,Truly Madly Deeply,17499
1998-01-10,7,Mase,Feel So Good,17469
1998-01-10,8,Boyz II Men,A Song For Mama,17507
1998-01-10,9,Usher,You Make Me Wanna...,17402
1998-01-10,10,Robyn,Show Me Love,17483
1998-01-10,11,Hanson,I Will Come To You,17494
