date,rank,artist,song,lyricId
1996-01-06,1,Mariah Carey & Boyz II Men,One Sweet Day,16926
1996-01-06,2,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",16923
1996-01-06,3,LL Cool J,Hey Lover,16919
1996-01-06,4,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",16835
1996-01-06,5,TLC,Diggin' On You,16918
1996-01-06,6,The Beatles,Free As A Bird,16950
1996-01-06,7,Deep Blue Something,Breakfast At Tiffany's,16838
1996-01-06,8,Mariah Carey,Fantasy,16872
1996-01-06,9,Monica,Before You Walk Out Of My Life/Like This And Like That,16892
1996-01-06,10,Goo Goo Dolls,Name,16882
1996-01-06,11,Everything But The Girl,Missing,16832
1996-01-06,12,Madonna,You'll See,16931
1996-01-06,13,Joan Osborne,One Of Us,16932
1996-01-06,14,Pearl Jam,I Got Id/Long Road,16945
1996-01-06,15,R. Kelly,You Remind Me Of Something,16917
1996-01-06,16,Janet Jackson,Runaway,16861
1996-01-06,17,Ace Of Base,Beautiful Life,16910
1996-01-06,18,Groove Theory,Tell Me,16845
1996-01-06,19,Kris Kross,Tonite's Tha Night,16935
1996-01-06,20,3T,Anything,16877
1996-01-06,21,Faith Evans,Soon As I Get Home,16933
1996-01-06,22,The Smashing Pumpkins,Bullet With Butterfly Wings,16909
1996-01-06,23,Take That,Back For Good,16830
1996-01-06,24,Coolio,Too Hot,16934
1996-01-06,25,Sophie B. Hawkins,As I Lay Me Down,16770
1996-01-06,26,La Bouche,Be My Lover,16914
1996-01-06,27,Hootie & The Blowfish,Time,16912
1996-01-06,28,Hootie & The Blowfish,Only Wanna Be With You,16820
1996-01-06,29,Xscape,Who Can I Run To,16883
1996-01-06,30,Seal,Kiss From A Rose,16791
1996-01-06,31,Jodeci,Love U 4 Life,16908
1996-01-06,32,Selena,Dreaming Of You,16898
1996-01-06,33,Planet Soul,Set U Free,16897
1996-01-06,34,Brandy,"Sittin' Up In My Room (From ""Waiting To Exhale"")",16951
1996-01-06,35,Natalie Merchant,Carnival,16821
1996-01-06,36,Del Amitri,Roll To Me,16803
1996-01-06,37,Total,No One Else,16941
1996-01-06,38,Elton John,Blessed,16906
1996-01-06,39,Blues Traveler,Hook,16878
1996-01-06,40,Collective Soul,The World I Know,16920
1996-01-06,41,Natalie Merchant,Wonder,16937
1996-01-06,42,Folk Implosion,"Natural One (From ""Kids"")",16936
1996-01-06,43,Blues Traveler,Run-Around,16711
1996-01-06,44,Meat Loaf,I'd Lie For You (And That's The Truth),16891
1996-01-06,45,Eazy-E,Just Tah Let U Know,16946
1996-01-06,46,Boyz II Men,I Remember,16929
1996-01-06,47,The Tony Rich Project,Nobody Knows,16943
1996-01-06,48,TLC,Waterfalls,16772
1996-01-06,49,Collective Soul,December,16752
1996-01-06,50,Big Mountain,Get Together,16942
1996-01-06,51,Goodie Mob,Cell Therapy,16887
1996-01-06,52,Immature (Featuring Smooth),We Got It,16940
1996-01-06,53,D'Angelo,Cruisin',16907
1996-01-06,54,Blahzay Blahzay,Danger,16880
1996-01-06,55,Tim McGraw,"I Like It, I Love It",16846
1996-01-06,56,Michael Jackson,You Are Not Alone,16848
1996-01-06,57,Jon B,Pretty Girl,16851
1996-01-06,58,Terry Ellis,Where Ever You Are,16904
1996-01-06,59,L.A.D.,Ridin' Low,16922
1996-01-06,60,Bush,Comedown,16850
1996-01-06,61,Brandy,Brokenhearted,16854
1996-01-06,62,The Rembrandts,I'll Be There For You/This House Is Not A Home,16873
1996-01-06,63,Tha Dogg Pound Featuring Michel'le,Let's Play House,16954
1996-01-06,64,Bone Thugs-N-Harmony,East 1999,16939
1996-01-06,65,Lisa Loeb & Nine Stories,Do You Sleep?,16866
1996-01-06,66,Sarah McLachlan,I Will Remember You (Live),16916
1996-01-06,67,Def Leppard,When Love & Hate Collide,16928
1996-01-06,68,Shai,Come With Me,16863
1996-01-06,69,Los Del Rio,Macarena (Bayside Boys Mix),-1
1996-01-06,70,Monifah,"I Miss You (Come Back Home) (From ""New York Undercover"")",-1
1996-01-06,71,Max-A-Million,Sexual Healing,-1
1996-01-06,72,L.V.,Throw Your Hands Up,16921
1996-01-06,73,Silk,Hooked On You,16905
1996-01-06,74,Shania Twain,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,-1
1996-01-06,75,The Click,Hurricane,16913
1996-01-06,76,Raekwon,Incarcerated Scarfaces/Ice Cream,16885
1996-01-06,77,Faith Hill,It Matters To Me,16948
1996-01-06,78,No Doubt,Just A Girl,16944
1996-01-06,79,The Pharcyde,Runnin',16896
1996-01-06,80,Salt-N-Pepa,Ain't Nuthin' But A She Thing,16893
