date,rank,artist,song,lyricId
1968-01-06,1,The Beatles,Hello Goodbye,4834
1968-01-06,2,The Monkees,Daydream Believer,4806
1968-01-06,3,John Fred And The Playboys,Judy In Disguise (With Glasses),4832
1968-01-06,4,Gladys Knight And The Pips,I Heard It Through The Grapevine,4757
1968-01-06,5,The Union Gap Featuring Gary Puckett,"Woman, Woman",4811
1968-01-06,6,Smokey Robinson & The Miracles,I Second That Emotion,4790
1968-01-06,7,Aretha Franklin,Chain Of Fools,4850
1968-01-06,8,The American Breed,"Bend Me, Shape Me",4836
1968-01-06,9,The Fantastic Johnny C,Boogaloo Down Broadway,-1
1968-01-06,10,Joe Tex,Skinny Legs And All,4783
1968-01-06,11,Martha Reeves & The Vandellas,Honey Chile,4807
1968-01-06,12,The Lemon Pipers,Green Tambourine,4860
1968-01-06,13,Marvin Gaye & Tammi Terrell,If I Could Build My Whole World Around You,4835
1968-01-06,14,Johnny Rivers,Summer Rain,4810
1968-01-06,15,Strawberry Alarm Clock,Incense And Peppermints,4732
1968-01-06,16,Cher,You Better Sit Down Kids,4778
1968-01-06,17,The Rose Garden,Next Plane To London,4767
1968-01-06,18,Stone Poneys Featuring Linda Ronstadt,Different Drum,4800
1968-01-06,19,The Cowsills,"The Rain, The Park & Other Things",4733
1968-01-06,20,Dionne Warwick,I Say A Little Prayer,4758
1968-01-06,21,The Buckinghams,Susan,4852
1968-01-06,22,The Esquires,And Get Away,4820
1968-01-06,23,Donovan,Wear Your Love Like Heaven,4823
1968-01-06,24,Eric Burdon & The Animals,Monterey,4866
1968-01-06,25,The Young Rascals,It's Wonderful,4851
1968-01-06,26,The Turtles,She's My Girl,4796
1968-01-06,27,Ed Ames,Who Will Answer?,4861
1968-01-06,28,Etta James,Tell Mama,4804
1968-01-06,29,Jr. Walker & The All Stars,Come See About Me,4827
1968-01-06,30,The Doors,Love Me Two Times,4853
1968-01-06,31,Petula Clark,The Other Man's Grass Is Always Greener,4837
1968-01-06,32,The Sandpebbles,Love Power,4822
1968-01-06,33,James Brown And The Famous Flames,I Can't Stand Myself (When You Touch Me),4854
1968-01-06,34,Jay And The Techniques,Keep The Ball Rollin',4766
1968-01-06,35,The Human Beinz,Nobody But Me,4858
1968-01-06,36,Glen Campbell,By The Time I Get To Phoenix,4781
1968-01-06,37,Lulu,Best Of Both Worlds,4862
1968-01-06,38,The Lettermen,Goin' Out Of My Head/Can't Take My Eyes Off You,4855
1968-01-06,39,Engelbert Humperdinck,Am I That Easy To Forget,4868
1968-01-06,40,The Marvelettes,My Baby Must Be A Magician,4864
1968-01-06,41,Peaches & Herb,Two Little Kids,4869
1968-01-06,42,Percy Sledge,Cover Me,4824
1968-01-06,43,Small Faces,Itchycoo Park,4801
1968-01-06,44,Wes Montgomery,Windy,-1
1968-01-06,45,Wilson Pickett,I'm In Love,4840
1968-01-06,46,Dean Martin,In The Misty Moonlight,4844
1968-01-06,47,Classics IV,Spooky,4880
1968-01-06,48,The Rolling Stones,She's A Rainbow,4886
1968-01-06,49,The Dave Clark Five,Everybody Knows,4867
1968-01-06,50,The Hollies,Dear Eloise,4843
1968-01-06,51,The Mamas & The Papas,Dancing Bear,4857
1968-01-06,52,The Foundations,"Baby, Now That I've Found You",4876
1968-01-06,53,The Beach Boys,Darlin',4877
1968-01-06,54,Soul Survivors,Explosion (In Your Soul),4874
1968-01-06,55,The Box Tops,Neon Rainbow,4799
1968-01-06,56,Billy Vera & Judy Clay,Storybook Children,4839
1968-01-06,57,Henson Cargill,Skip A Rope,4878
1968-01-06,58,Sonny & Cher,Good Combination,4865
1968-01-06,59,Vikki Carr,The Lesson,4879
1968-01-06,60,Tommy Boyce & Bobby Hart,I Wonder What She's Doing Tonite,-1
1968-01-06,61,"Peter, Paul & Mary",Too Much Of Nothing,4828
1968-01-06,62,Frankie Valli,To Give (The Reason I Live),4887
1968-01-06,63,Strawberry Alarm Clock,Tomorrow,4888
1968-01-06,64,Tom Jones,I'm Coming Home,4889
1968-01-06,65,The Dells,"O-O, I Love You",4792
1968-01-06,66,The O'Jays,I'll Be Sweeter Tomorrow (Than I Was Today),4830
1968-01-06,67,Bobby Vinton,Just As Much As Ever,4891
1968-01-06,68,Brenton Wood,Baby You Got It,4825
1968-01-06,69,Dusty Springfield,What's It Gonna Be,4813
1968-01-06,70,Jefferson Airplane,Watch Her Ride,4863
1968-01-06,71,Bill Cosby,Hooray For The Salvation Army Band,-1
1968-01-06,72,Nancy Sinatra & Lee Hazlewood,Some Velvet Morning,4897
1968-01-06,73,Al Greene & The Soul Mate's,Back Up Train,4856
1968-01-06,74,Hugh Masekela,Up-Up And Away,-1
1968-01-06,75,Jimi Hendrix,Foxey Lady,4875
1968-01-06,76,Carla Thomas,Pick Up The Pieces,4890
1968-01-06,77,King Curtis & The Kingpins,I Was Made To Love Her,4893
1968-01-06,78,Jerry Butler,Lost,4892
1968-01-06,79,The Fireballs,Bottle Of Wine,4896
1968-01-06,80,Al Martino,A Voice In The Choir,4859
1968-01-06,81,Arthur Prysock,A Working Man's Prayer,4898
1968-01-06,82,Joe Simon,No Sad Songs,4899
1968-01-06,83,"Dave Dee, Dozy, Beaky, Mick And Tich",Zabadak,4900
1968-01-06,84,The Impressions,We're A Winner,4895
1968-01-06,85,The Lovin' Spoonful,Money,4901
1968-01-06,86,Spanky And Our Gang,Sunday Mornin',4902
1968-01-06,87,Bill Wyman,In Another Land,4871
1968-01-06,88,5 Stairsteps and Cubie,Something's Missing,-1
1968-01-06,89,Billy Stewart,Cross My Heart,4847
1968-01-06,90,Lalo Schifrin,Mission-Impossible,-1
1968-01-06,91,The Music Makers,United (Part 1),4894
1968-01-06,92,Leon Haywood,Mellow Moonlight,-1
1968-01-06,93,The Epic Splendor,A Little Rain Must Fall,4873
1968-01-06,94,Barbara Mason,"Oh, How It Hurts",4884
1968-01-06,95,Laura Lee,"Up Tight, Good Man",4885
1968-01-06,96,The Manhattans,I Call It Love,4883
1968-01-06,97,James Carr,A Man Needs A Woman,4903
1968-01-06,98,Neil Diamond,New Orleans,4904
1968-01-06,99,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),-1
1968-01-06,100,The Hesitations,Born Free,4905
1968-01-13,1,The Beatles,Hello Goodbye,4834
1968-01-13,2,John Fred And The Playboys,Judy In Disguise (With Glasses),4832
1968-01-13,3,The Monkees,Daydream Believer,4806
1968-01-13,4,The Union Gap Featuring Gary Puckett,"Woman, Woman",4811
1968-01-13,5,Gladys Knight And The Pips,I Heard It Through The Grapevine,4757
1968-01-13,6,Aretha Franklin,Chain Of Fools,4850
1968-01-13,7,The American Breed,"Bend Me, Shape Me",4836
1968-01-13,8,Smokey Robinson & The Miracles,I Second That Emotion,4790
