date,rank,artist,song,lyricId
1969-01-04,1,Marvin Gaye,I Heard It Through The Grapevine,5423
1969-01-04,2,Stevie Wonder,For Once In My Life,5386
1969-01-04,3,Diana Ross And The Supremes & The Temptations,I'm Gonna Make You Love Me,5450
1969-01-04,4,Young-Holt Unlimited,Soulful Strut,5441
1969-01-04,5,Glen Campbell,Wichita Lineman,5385
1969-01-04,6,The Temptations,Cloud Nine,5408
1969-01-04,7,Diana Ross & The Supremes,Love Child,5355
1969-01-04,8,Classics IV Featuring Dennis Yost,Stormy,5372
1969-01-04,9,Johnnie Taylor,Who's Making Love,5366
1969-01-04,10,B.J. Thomas,Hooked On A Feeling,5421
1969-01-04,11,Bobby Vinton,I Love How You Love Me,5383
1969-01-04,12,Derek,Cinnamon,5368
1969-01-04,13,Clarence Carter,Too Weak To Fight,5399
1969-01-04,14,Rene & Rene,Lo Mucho Que Te Quiero (The More I Love You),5438
1969-01-04,15,Canned Heat,Going Up The Country,5452
1969-01-04,16,Dion,"Abraham, Martin And John",5367
1969-01-04,17,Tommy James And The Shondells,Crimson And Clover,5464
1969-01-04,18,Dusty Springfield,Son-Of-A Preacher Man,5440
1969-01-04,19,Eddie Floyd,Bring It On Home To Me,5358
1969-01-04,20,Aretha Franklin,See Saw,5424
1969-01-04,21,Otis Redding,Papa's Got A Brand New Bag,5439
1969-01-04,22,Judy Collins,Both Sides Now,5400
1969-01-04,23,The Beatles,Hey Jude,5302
1969-01-04,24,Steppenwolf,Magic Carpet Ride,5338
1969-01-04,25,The Impressions,This Is My Country,5447
1969-01-04,26,Elvis Presley,If I Can Dream,5449
1969-01-04,27,Sly & The Family Stone,Everyday People,5446
1969-01-04,28,Wilson Pickett,Hey Jude,5477
1969-01-04,29,Tyrone Davis,Can I Change My Mind,5472
1969-01-04,30,Sergio Mendes & Brasil '66,Scarborough Fair,5409
1969-01-04,31,Aretha Franklin,My Song,5443
1969-01-04,32,The Rascals,A Ray Of Hope,5451
1969-01-04,33,Tammy Wynette,Stand By Your Man,5406
1969-01-04,34,Booker T. & The MG's,Hang 'Em High,-1
1969-01-04,35,Archie Bell & The Drells,There's Gonna Be A Showdown,5466
1969-01-04,36,Ohio Express,Chewy Chewy,5357
1969-01-04,37,The Doors,Touch Me,5484
1969-01-04,38,Brooklyn Bridge,Worst That Could Happen,5480
1969-01-04,39,The Royal Guardsmen,Baby Let's Wait,5417
1969-01-04,40,Bee Gees,I Started A Joke,5470
1969-01-04,41,Andy Williams with the St. Charles Borromeo Choir,Battle Hymn Of The Republic,-1
1969-01-04,42,The Grass Roots,Bella Linda,5448
1969-01-04,43,Jerry Butler,Are You Happy,5457
1969-01-04,44,The Delfonics,Ready Or Not Here I Come (Can't Hide From Love),-1
1969-01-04,45,Leapy Lee,Little Arrows,5351
1969-01-04,46,Herb Alpert & The Tijuana Brass,My Favorite Things,-1
1969-01-04,47,Sammy Davis Jr.,I've Gotta Be Me,5468
1969-01-04,48,Bobby Taylor & The Vancouvers,Malinda,5453
1969-01-04,49,The Tymes,People,5413
1969-01-04,50,The Chambers Brothers,I Can't Turn You Loose,5426
1969-01-04,51,The Unifics,The Beginning Of My End,5465
1969-01-04,52,The Lettermen,Put Your Head On My Shoulder,5412
1969-01-04,53,Smokey Robinson & The Miracles,"Baby, Baby Don't Cry",5496
1969-01-04,54,Bobby Womack,California Dreamin',5458
1969-01-04,55,Jeannie C. Riley,The Girl Most Likely,5454
