sentiment_comp,sentiment_pos,sentiment_neu,sentiment_neg,f_k_grade,flesch_index,fog_index,difficult_words,num_syllables,num_words,num_lines,num_dup,artist,song,lyricId
0.9996,0.225,0.754,0.021,0.9,104.64,3.7,22,896,816,91,41,Chingy Featuring Amerie,Fly Like Me,20656
0.949,0.092,0.908,0.0,-0.3,107.58,2.44,3,223,200,33,9,Carrie Underwood,Do You Hear What I Hear,20657
-0.9881,0.048,0.847,0.106,2.3,90.16,2.98,26,733,585,89,35,Pitbull Featuring Lil Jon,The Anthem,20658
0.9289,0.13,0.777,0.093,1.6,97.5,3.44,8,257,222,29,12,Landon Pigg,Falling In Love At A Coffee Shop,20659
0.8352,0.051,0.907,0.041,-0.1,107.08,2.7,15,744,648,98,72,Baby Bash Featuring Sean Kingston,What Is It,20660
-0.9893,0.075,0.764,0.162,0.1,106.77,2.76,8,398,368,53,23,Alvin And The Chipmunks,Bad Day,20661
0.9973,0.199,0.792,0.009,1.2,98.41,3.6,21,601,500,73,47,Janet,Feedback,20662
0.9355,0.122,0.856,0.022,-0.6,108.4,2.36,3,186,165,31,16,Alvin And The Chipmunks,Funkytown,20663
0.9542,0.136,0.821,0.043,0.8,99.63,2.76,11,278,229,41,12,Flyleaf,All Around Me,20664
0.7968,0.094,0.843,0.064,1.2,98.51,2.82,18,335,280,42,19,3 Doors Down,Citizen/Soldier,20665
0.0896,0.199,0.609,0.192,-0.1,107.08,3.07,9,316,277,42,25,Miley Cyrus,Start All Over,20666
0.9977,0.295,0.684,0.022,2.6,89.55,3.04,17,328,244,34,5,Carrie Underwood,All-American Girl,20667
-0.9962,0.058,0.731,0.211,1.5,97.6,3.75,30,471,393,52,9,DragonForce,Through The Fire And Flames,20668
0.9536,0.095,0.868,0.037,0.6,100.04,2.39,12,312,260,50,26,Plain White T's,Our Time Now,20669
0.9981,0.227,0.749,0.024,1.1,98.62,2.96,13,470,380,58,21,Alan Jackson,Small Town Southern Man,20670
-1.0,0.08,0.817,0.103,6.7,73.47,7.08,2593,46364,32053,2184,786,Jordin Sparks Duet With Chris Brown,No Air,20671
0.9877,0.114,0.852,0.034,1.7,97.09,3.96,30,546,443,55,5,Fat Joe Featuring J. Holiday,I Won't Tell,20672
0.9856,0.127,0.824,0.049,1.0,99.02,2.74,15,567,470,76,30,The-Dream,Falsetto,20673
0.9842,0.225,0.599,0.176,2.0,96.38,3.79,8,363,298,34,19,Tim McGraw,Suspicions,20674
0.8978,0.07,0.893,0.038,-0.2,107.18,2.71,19,391,358,55,20,Shawty Lo,Dey Know,20675
-0.9804,0.055,0.802,0.143,1.6,97.5,3.2,10,390,329,43,21,Cascada,What Hurts The Most,20676
0.3259,0.094,0.826,0.08,2.4,100.78,5.36,10,191,167,13,0,Toby Keith,Get My Drink On,20677
0.9886,0.152,0.801,0.047,0.9,104.64,3.6,7,395,367,41,14,Chris Cagle,What Kinda Gone,20678
0.9377,0.075,0.91,0.016,-0.6,108.4,2.49,11,364,327,62,27,Bruce Springsteen,Girls In Their Summer Clothes,20679
0.8868,0.101,0.835,0.064,1.1,98.62,3.09,14,308,264,40,4,Jason Aldean,Laughed Until We Cried,20680
0.538,0.102,0.822,0.077,2.3,95.57,4.0,5,292,250,26,6,Lifehouse,Whatever It Takes,20681
0.7952,0.114,0.807,0.079,0.6,105.35,3.57,12,355,316,38,10,Brooks & Dunn,God Must Be Busy,20682
-0.9979,0.056,0.65,0.294,0.9,99.33,2.5,8,354,296,50,18,Foo Fighters,Long Road To Ruin,20683
0.9968,0.265,0.657,0.078,1.9,91.37,2.4,5,421,335,62,42,Natasha Bedingfield,Pocketful Of Sunshine,20684
0.9984,0.336,0.618,0.046,1.1,98.72,3.53,18,308,258,40,11,Aly & AJ,Like Whoa,20685
-0.9998,0.119,0.722,0.159,2.5,95.17,4.63,315,6926,5933,593,27,Michael Jackson With Akon,Wanna Be Startin' Somethin' 2008,20686
0.9969,0.221,0.767,0.011,0.0,106.97,3.2,13,356,310,46,17,Jonas Brothers,When You Look Me In The Eyes,20687
0.9743,0.142,0.839,0.019,1.0,98.92,2.7,8,268,228,36,16,Daughtry,Feels Like Tonight,20688
0.9821,0.202,0.701,0.097,2.1,96.18,3.91,12,311,262,29,5,Kate Voegele,Kindly Unspoken,20689
0.9217,0.199,0.657,0.144,1.1,98.62,2.89,3,188,158,24,13,Yael Naim,New Soul,20690
0.9987,0.198,0.757,0.045,0.6,105.45,3.28,21,740,652,80,27,Ray J & Yung Berg,Sexy Can I,20691
0.9911,0.152,0.841,0.007,0.5,105.55,3.24,3,360,325,40,15,Panic! At The Disco,Nine In The Afternoon,20692
0.9804,0.137,0.822,0.041,2.3,90.26,3.16,16,372,287,44,12,Hannah Montana,Rock Star,20693
0.9745,0.091,0.872,0.038,1.5,97.6,3.12,13,577,497,65,21,Missy Elliott,Ching-A-Ling,20694
-0.3971,0.031,0.902,0.067,1.1,98.82,2.82,10,534,458,72,41,Soulja Boy Tell'em Featuring Arab,YAHHH!,20695
0.9518,0.121,0.807,0.072,0.0,106.87,3.0,13,317,285,42,14,Trace Adkins,You're Gonna Miss This,20696
-0.9933,0.128,0.688,0.183,2.0,96.48,4.2,49,873,723,83,17,Lil Wayne,I'm Me,20697
0.9774,0.159,0.799,0.042,1.3,98.21,3.42,8,241,195,28,8,Puddle Of Mudd,Psycho,20698
-0.0036,0.059,0.878,0.063,0.2,100.95,1.88,6,302,252,59,26,Lenny Kravitz,I'll Be Waiting,20699
0.9955,0.27,0.646,0.084,2.0,90.97,2.47,11,332,262,45,18,Sheryl Crow,Love Is Free,20700
0.2593,0.058,0.87,0.072,2.3,90.16,2.93,5,362,276,42,20,Colbie Caillat,Realize,20701
0.9924,0.091,0.89,0.019,1.2,98.41,2.72,18,634,518,76,20,Rocko,Umma Do Me,20702
0.9948,0.233,0.677,0.09,0.7,99.73,2.2,9,369,318,58,14,Jewel,Stronger Woman,20703
0.9236,0.166,0.72,0.114,1.8,96.89,3.7,23,374,314,38,2,Cherish Featuring Yung Joc,Killa,20704
0.998,0.176,0.82,0.004,0.5,105.76,3.66,17,627,555,70,27,Mariah Carey,Touch My Body,20705
0.9928,0.202,0.789,0.009,0.9,99.23,3.63,22,264,227,38,4,Celine Dion & Josh Groban,The Prayer (Live),20706
0.997,0.149,0.828,0.024,1.5,97.8,3.33,24,644,540,73,31,Usher Featuring Young Jeezy,Love In This Club,20707
0.2869,0.163,0.705,0.132,2.3,95.57,3.84,26,557,480,50,9,Rick Ross Featuring T-Pain,The Boss,20708
0.9969,0.219,0.666,0.115,1.5,97.7,3.22,16,429,369,49,29,Leona Lewis,Bleeding Love,20709
-0.998,0.067,0.619,0.314,3.7,86.71,4.55,16,370,291,29,8,Taylor Swift,Picture To Burn,20710
0.9589,0.111,0.809,0.08,2.4,95.47,4.35,22,512,425,44,5,2 Pistols Featuring T-Pain & Tay Dizm,She Got It,20711
0.9973,0.227,0.697,0.076,1.7,97.09,3.54,14,482,404,50,24,Gavin DeGraw,In Love With A Girl,20712
-0.9968,0.02,0.832,0.149,2.8,88.94,3.41,28,702,555,71,26,Flo Rida Featuring Timbaland,Elevator,20713
0.8988,0.092,0.873,0.035,0.7,99.83,2.5,20,273,232,43,6,George Strait,I Saw God Today,20714
-0.9892,0.091,0.769,0.14,0.6,105.45,3.44,35,879,773,94,27,Lil Mama Featuring Chris Brown & T-Pain,Shawty Get Loose,20715
0.9714,0.142,0.792,0.066,1.3,98.11,2.97,9,347,300,42,19,James Otto,Just Got Started Lovin' You,20716
0.952,0.083,0.899,0.019,0.2,106.37,2.92,4,347,312,43,12,3 Doors Down,It's Not My Time,20717
0.9945,0.169,0.715,0.115,-0.3,107.38,2.64,21,744,692,109,28,Missy Elliott,Shake Your Pom Pom,20718
0.9994,0.368,0.618,0.014,0.4,106.06,3.04,9,381,341,45,16,Bucky Covington,It's Good To Be Us,20719
0.997,0.211,0.781,0.008,1.0,99.02,2.6,22,379,323,52,6,Phil Vassar,Love Is A Beautiful Thing,20720
-0.923,0.024,0.903,0.073,2.8,89.04,4.25,41,412,308,40,12,Flex,Te Quiero,20721
0.9825,0.103,0.836,0.061,1.6,97.5,3.21,15,762,635,82,47,Colby O'Donis Featuring Akon,What You Got,20722
0.999,0.251,0.723,0.026,0.8,99.63,2.52,10,502,425,76,34,Erykah Badu,Honey,20723
-0.9688,0.116,0.744,0.141,2.3,95.57,4.37,37,616,527,55,2,Dolla Featuring T-Pain & Tay Dizm,Who The F*** Is That?,20724
0.9908,0.171,0.759,0.071,0.5,105.76,3.41,9,358,325,41,7,Lady Antebellum,Love Don't Live Here,20725
0.9979,0.218,0.75,0.032,3.5,81.59,3.48,20,651,451,67,25,Raheem DeVaughn,Woman,20726
0.9942,0.157,0.806,0.037,0.1,106.77,3.12,16,490,442,64,35,Britney Spears,Break The Ice,20727
0.9993,0.265,0.71,0.025,0.6,105.45,3.37,12,506,442,54,25,Ashanti,The Way That I Love You,20728
0.9358,0.077,0.903,0.02,1.2,98.51,2.81,14,381,307,46,6,Toby Keith,She's A Hottie,20729
-0.9976,0.032,0.762,0.206,2.9,88.53,3.74,17,551,437,53,27,Danity Kane,Damaged,20730
0.9989,0.21,0.755,0.035,2.6,89.55,2.94,12,923,717,99,26,Lil Wayne Featuring Static Major,Lollipop,20731
0.9803,0.163,0.742,0.095,0.5,105.55,3.81,20,392,349,43,4,Brad Paisley,I'm Still A Guy,20732
0.982,0.105,0.863,0.032,1.8,96.89,3.77,18,546,449,54,11,Ryan Leslie,Diamond Girl,20733
0.9851,0.201,0.752,0.047,0.6,99.94,2.55,9,228,185,35,5,Rascal Flatts,Every Day,20734
0.887,0.092,0.824,0.083,1.9,96.59,3.68,48,763,656,76,31,Flo Rida Featuring Sean Kingston,Roll,20735
0.8196,0.026,0.968,0.007,6.3,63.76,3.93,54,777,497,65,35,Madonna Featuring Justin Timberlake & Timbaland,4 Minutes,20736
0.9045,0.088,0.885,0.027,1.7,91.68,3.04,11,321,241,47,25,Ferras,Hollywood's Not America,20737
0.9559,0.138,0.825,0.036,1.3,98.21,3.32,9,274,230,33,4,Gnarls Barkley,Going On,20738
0.9943,0.21,0.688,0.102,-0.5,108.09,2.34,10,458,417,74,39,Ne-Yo,Go On Girl,20739
-0.4203,0.144,0.691,0.165,1.7,97.2,3.41,4,450,390,49,22,Fall Out Boy Featuring John Mayer,Beat It,20740
0.9978,0.21,0.729,0.061,2.8,88.94,3.62,24,821,634,81,42,Nelly Featuring Fergie,Party People,20741
0.9984,0.184,0.78,0.035,2.2,95.98,3.83,14,634,549,60,25,Plies Featuring Ne-Yo,Bust It Baby Part 2,20742
-0.9706,0.037,0.848,0.116,2.8,89.04,3.92,17,367,285,37,14,Disturbed,Inside The Fire,20743
0.9775,0.112,0.841,0.047,0.8,99.53,2.39,10,425,355,62,12,DAY26,Got Me Going,20744
0.9988,0.309,0.672,0.019,1.0,98.92,3.4,11,321,272,43,29,Death Cab For Cutie,I Will Possess Your Heart,20745
-0.8658,0.0,0.861,0.139,-0.5,107.99,2.28,2,71,63,11,1,Radiohead,Nude,20746
-0.9853,0.05,0.776,0.174,1.2,98.41,3.0,16,335,285,42,11,Josh Gracin,We Weren't Crazy,20747
-0.9701,0.163,0.583,0.254,1.8,91.58,3.71,21,318,245,47,12,R.E.M.,Supernatural Superserious,20748
-0.9739,0.059,0.815,0.126,0.4,105.96,3.19,15,405,361,47,12,Carrie Underwood,Last Name,20749
-0.995,0.139,0.52,0.34,0.7,105.05,3.44,8,398,369,43,23,Metro Station,Shake It,20750
0.9982,0.149,0.846,0.005,2.0,96.38,4.12,17,766,666,76,32,Raheem DeVaughn,Customer,20751
0.427,0.114,0.818,0.068,1.1,98.62,2.64,7,204,171,26,2,Dierks Bentley,Trying To Stop Your Leaving,20752
0.9845,0.115,0.835,0.05,0.0,106.97,2.98,18,606,538,80,20,C-Side Featuring Keyshia Cole,Boyfriend/Girlfriend,20753
0.9918,0.089,0.889,0.022,1.6,97.5,3.34,20,733,627,81,41,Trey Songz,Last Time,20754
0.818,0.105,0.831,0.064,-0.3,107.48,2.75,11,333,292,47,14,Kellie Pickler,Things That Never Cross A Man's Mind,20755
-0.8704,0.097,0.749,0.154,-0.4,107.69,2.55,9,299,265,44,9,Michael Buble,Lost,20756
-0.2892,0.077,0.843,0.08,0.2,106.47,3.0,8,386,345,48,20,Montgomery Gentry,Back When I Knew It All,20757
0.9883,0.131,0.829,0.041,-0.5,107.99,2.28,8,359,315,55,22,Daughtry,What About Now,20758
0.9781,0.178,0.707,0.115,0.1,106.67,3.47,13,331,300,43,2,Carrie Underwood,Praying For Time,20759
1.0,0.086,0.853,0.061,19.2,24.75,16.33,4539,136246,81789,2171,12,American Idol Top 8,Shout To The Lord,20760
0.9954,0.224,0.705,0.071,1.3,98.21,2.92,7,399,327,47,13,Leona Lewis,Better In Time,20761
0.5842,0.164,0.728,0.107,-0.1,107.08,3.51,9,155,138,21,1,Annie Lennox,Many Rivers To Cross,20762
0.9608,0.177,0.699,0.124,1.3,98.21,2.95,17,313,260,37,2,Kenny Chesney,Better As A Memory,20763
0.9272,0.105,0.857,0.038,1.4,103.32,4.28,6,280,246,24,2,Blake Shelton,Home,20764
0.9814,0.171,0.756,0.073,1.9,91.17,2.54,12,341,265,47,16,Rihanna,Take A Bow,20765
-0.461,0.105,0.784,0.111,2.5,89.75,3.96,40,621,482,69,11,Flobots,Handlebars,20766
0.9991,0.214,0.754,0.032,1.7,97.3,3.63,16,695,597,76,31,Mariah Carey,Bye Bye,20767
0.9966,0.133,0.832,0.034,1.4,98.01,3.6,38,761,613,85,16,Mariah Carey Featuring T-Pain,Migrate,20768
0.9991,0.279,0.672,0.048,1.8,96.99,3.77,18,477,409,50,2,Jason Mraz,I'm Yours,20769
0.9951,0.274,0.678,0.048,-0.5,107.99,2.28,3,378,348,61,51,Ne-Yo,Closer,20770
-0.9946,0.018,0.735,0.246,0.8,99.63,2.84,9,239,200,36,14,Seether,Rise Above This,20771
0.9988,0.188,0.781,0.032,1.6,97.4,3.55,25,772,652,84,16,Estelle Featuring Kanye West,American Boy,20772
0.9975,0.189,0.785,0.026,1.7,97.2,3.2,4,515,447,56,10,Chris Brown,Take You Down,20773
0.9971,0.192,0.794,0.014,2.7,89.14,3.55,16,510,394,52,16,Chris Brown,Forever,20774
0.9632,0.137,0.765,0.098,0.4,105.96,3.08,9,520,456,59,23,Jesse McCartney,Leavin',20775
-0.9976,0.124,0.66,0.216,1.9,96.59,4.16,43,660,558,65,1,Lil Wayne,A Milli,20776
0.998,0.157,0.798,0.045,0.4,105.86,3.38,30,884,778,100,23,Usher Featuring Beyonce & Lil Wayne,Love In This Club Part II,20777
0.7205,0.113,0.81,0.077,1.0,104.44,3.81,9,346,312,34,16,Weezer,Pork And Beans,20778
0.9991,0.31,0.684,0.006,1.1,98.72,2.6,6,458,381,59,27,Duffy,Mercy,20779
0.9037,0.188,0.749,0.063,3.3,87.62,4.21,23,560,418,46,10,V.I.C.,Get Silly,20780
0.8074,0.127,0.764,0.109,1.1,104.23,3.96,18,861,790,84,32,G Unit,I Like The Way She Do It,20781
-0.9974,0.092,0.723,0.185,1.2,98.41,3.07,19,663,571,84,33,The-Dream,I Luv Your Girl,20782
-0.9972,0.123,0.641,0.236,0.2,106.47,2.96,7,504,472,66,39,Madonna,Give It 2 Me,20783
0.9408,0.119,0.785,0.096,2.8,88.84,4.16,39,615,481,61,25,Busta Rhymes Featuring Linkin Park,We Made It,20784
0.9929,0.115,0.844,0.041,1.5,97.8,3.04,4,617,521,70,27,Keyshia Cole,Heaven Sent,20785
-0.9454,0.072,0.766,0.162,0.4,105.96,3.32,5,189,170,22,1,Augustana,Sweet And Low,20786
0.9527,0.135,0.787,0.078,0.0,106.97,3.38,6,243,227,34,17,The Ting Tings,Shut Up And Let Me Go,20787
0.2508,0.105,0.761,0.133,0.2,106.47,3.47,7,152,136,19,5,Colbie Caillat,Dreams Collide,20788
0.976,0.156,0.771,0.073,0.5,105.55,3.24,4,325,284,35,14,Miranda Lambert,Gunpowder And Lead,20789
-0.9085,0.027,0.911,0.062,1.0,98.92,3.17,14,378,307,49,17,Coldplay,Viva La Vida,20790
0.9839,0.18,0.776,0.045,1.0,99.02,2.92,14,215,181,29,1,Coldplay,Violet Hill,20791
-0.9976,0.053,0.614,0.333,1.0,104.44,3.78,6,453,395,43,19,DJ Laz Featuring Flo Rida & Casely,Move Shake Drop,20792
0.9868,0.124,0.852,0.024,2.8,94.25,4.36,4,393,337,31,13,Maroon 5 Featuring Rihanna,If I Never See Your Face Again,20793
0.994,0.216,0.646,0.138,2.0,96.38,4.18,44,835,670,76,16,T.I.,No Matter What,20794
0.9951,0.285,0.614,0.101,-0.4,107.79,3.27,15,298,264,45,17,Katy Perry,I Kissed A Girl,20795
0.9842,0.151,0.772,0.077,2.4,89.95,3.08,12,427,332,49,24,Alicia Keys,Teenage Love Affair,20796
