date,rank,artist,song,lyricId
1963-01-05,1,The Tornadoes,Telstar,1624
1963-01-05,2,Steve Lawrence,Go Away Little Girl,1641
1963-01-05,3,Chubby Checker,Limbo Rock,1535
1963-01-05,4,Marcie Blane,Bobby's Girl,1607
1963-01-05,5,The 4 Seasons,Big Girls Don't Cry,1602
1963-01-05,6,Brook Benton,Hotel Happiness,1652
1963-01-05,7,Lou Monte,Pepino The Italian Mouse,1680
1963-01-05,8,Elvis Presley With The Jordanaires,Return To Sender,-1
1963-01-05,9,Bob B. Soxx And The Blue Jeans,Zip-A-Dee Doo-Dah,1642
1963-01-05,10,The Exciters,Tell Him,1665
1963-01-05,11,Paul Petersen,My Dad,1649
1963-01-05,12,Ray Charles,You Are My Sunshine,1643
1963-01-05,13,"Esther Phillips ""Little Esther""",Release Me,1616
1963-01-05,14,Bobby Vee,The Night Has A Thousand Eyes,1679
1963-01-05,15,Mary Wells,Two Lovers,1662
1963-01-05,16,Herb Alpert And Tijuana Brass,The Lonely Bull (El Solo Torro),-1
1963-01-05,17,Nat King Cole,Dear Lonely Hearts,1639
1963-01-05,18,The Cookies,Chains,1637
1963-01-05,19,Little Eva,Keep Your Hands Off My Baby,1627
1963-01-05,20,Rick Nelson,It's Up To You,1696
1963-01-05,21,The Orlons,Don't Hang Up,1594
1963-01-05,22,The Drifters,Up On The Roof,1628
1963-01-05,23,Les Cooper and the Soul Rockers,Wiggle Wobble,-1
1963-01-05,24,Dion,Love Came To Me,1634
1963-01-05,25,Dickey Lee,I Saw Linda Yesterday,1681
1963-01-05,26,The Shirelles,Everybody Loves A Lover,1673
1963-01-05,27,Marty Robbins,Ruby Ann,1646
1963-01-05,28,Jerry Wallace,Shutters And Boards,1647
1963-01-05,29,Gene Pitney,Half Heaven - Half Heartache,1700
1963-01-05,30,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monsters' Holiday,1684
1963-01-05,31,Dee Dee Sharp,Ride!,1605
1963-01-05,32,Dionne Warwick,Don't Make Me Over,1683
1963-01-05,33,Duane Eddy and the Rebelettes,(Dance With The) Guitar Man,-1
1963-01-05,34,Bobby Vinton,Trouble Is My Middle Name,1682
1963-01-05,35,Johnny Thunder,Loop De Loop,1706
1963-01-05,36,Ray Charles,Your Cheating Heart,1645
1963-01-05,37,LaVern Baker,See See Rider,1668
