date,rank,artist,song,lyricId
1990-01-06,1,Phil Collins,Another Day In Paradise,14884
1990-01-06,2,Janet Jackson,Rhythm Nation,14893
1990-01-06,3,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,14846
1990-01-06,4,Technotronic Featuring Felly,Pump Up The Jam,-1
1990-01-06,5,Taylor Dayne,With Every Beat Of My Heart,14868
1990-01-06,6,Michael Bolton,How Am I Supposed To Live Without You,14879
1990-01-06,7,New Kids On The Block,This One's For The Children,14896
1990-01-06,8,Cher,Just Like Jesse James,14870
1990-01-06,9,Billy Joel,We Didn't Start The Fire,14864
1990-01-06,10,Jody Watley,Everything,14866
1990-01-06,11,Soul II Soul,Back To Life,14835
1990-01-06,12,Jive Bunny & The Mastermixers,Swing The Mood,14880
1990-01-06,13,Lou Gramm,Just Between You And Me,14876
1990-01-06,14,Tom Petty,Free Fallin',14885
1990-01-06,15,Tesla,Love Song,14851
1990-01-06,16,Rod Stewart,Downtown Train,14905
1990-01-06,17,Joe Cocker,When The Night Comes,14877
1990-01-06,18,Seduction,Two To Make It Right,14895
1990-01-06,19,Bon Jovi,Living In Sin,14856
1990-01-06,20,Madonna,Oh Father,14894
1990-01-06,21,Milli Vanilli,Blame It On The Rain,14855
1990-01-06,22,Skid Row,I Remember You,14900
1990-01-06,23,The Rolling Stones,Rock And A Hard Place,14886
1990-01-06,24,Aerosmith,Janie's Got A Gun,14907
1990-01-06,25,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,14903
1990-01-06,26,Babyface,Tender Lover,14902
1990-01-06,27,Eddie Money,Peace In Our Time,14913
1990-01-06,28,The B-52s,Love Shack,-1
1990-01-06,29,Chicago,What Kind Of Man Would I Be?,14918
1990-01-06,30,KIX,Don't Close Your Eyes,14827
1990-01-06,31,Expose,Tell Me Why,14921
1990-01-06,32,Paula Abdul (Duet With The Wild Pair),Opposites Attract,-1
1990-01-06,33,Paula Abdul,(It's Just) The Way That You Love Me,14533
1990-01-06,34,Michael Damian,Was It Nothing At All,14878
1990-01-06,35,Young M.C.,Principal's Office,14908
1990-01-06,36,Young M.C.,Bust A Move,14775
1990-01-06,37,Motley Crue,Kickstart My Heart,14909
1990-01-06,38,Bad English,When I See You Smile,14832
1990-01-06,39,Tina Turner,Steamy Windows,14906
1990-01-06,40,Roxette,Dangerous,14930
1990-01-06,41,Shana,I Want You,14863
1990-01-06,42,Sybil,Don't Make Me Over,14838
1990-01-06,43,Poco,Nothin' To Hide,14916
1990-01-06,44,Gloria Estefan,Here We Are,14931
1990-01-06,45,The Cover Girls,We Can't Go Wrong,14922
1990-01-06,46,Whitesnake,Fool For Your Loving,11259
1990-01-06,47,Don Henley,The Last Worthless Evening,14860
1990-01-06,48,Michel'le,No More Lies,14904
1990-01-06,49,Richard Marx,Angelia,14854
1990-01-06,50,The 2 Live Crew,Me So Horny,14826
1990-01-06,51,Milli Vanilli,All Or Nothing,14940
1990-01-06,52,Jaya,If You Leave Me Now,14867
1990-01-06,53,Bad English,Price Of Love,14935
1990-01-06,54,Tears For Fears,Woman In Chains,14917
1990-01-06,55,Belinda Carlisle,Leave A Light On,14847
1990-01-06,56,Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),-1
1990-01-06,57,Alice Cooper,Poison,14834
1990-01-06,58,Bonham,Wait For You,14910
1990-01-06,59,Marcia Griffiths,Electric Boogie,14923
1990-01-06,60,Paul Carrack,I Live By The Groove,14875
1990-01-06,61,D-Mob Introducing Cathy Dennis,C'mon And Get My Love,14933
1990-01-06,62,SaFire,I Will Survive,14932
1990-01-06,63,Prince With Sheena Easton,The Arms Of Orion,14871
1990-01-06,64,Jermaine Jackson,Don't Take It Personal,14915
1990-01-06,65,Kevin Paige,Don't Shut Me Out,14804
1990-01-06,66,Great White,The Angel Song,14849
1990-01-06,67,Depeche Mode,Personal Jesus,14928
1990-01-06,68,Pajama Party,Over And Over,14898
1990-01-06,69,Luther Vandross,Here And Now,14936
1990-01-06,70,The B-52s,Roam,14937
1990-01-06,71,Kenny G,Going Home,-1
1990-01-06,72,Eric Clapton,Pretending,14901
1990-01-06,73,Neneh Cherry,Heart,14926
1990-01-06,74,Dino,Never 2 Much Of U,14934
1990-01-06,75,Roxette,Listen To Your Heart,14806
1990-01-06,76,Christopher Max,Serious Kinda Girl,14920
1990-01-06,77,The Smithereens,A Girl Like You,14925
1990-01-06,78,New Kids On The Block,Didn't I (Blow Your Mind),14831
1990-01-06,79,Bobby Brown,Rock Wit'cha,14808
1990-01-06,80,Gloria Estefan,Get On Your Feet,14845
1990-01-06,81,Warrant,Sometimes She Cries,14941
1990-01-06,82,The Cure,Lullaby,14914
1990-01-06,83,KISS,Hide Your Heart,14911
1990-01-06,84,Loverboy,Too Hot,14938
1990-01-06,85,Michael Penn,No Myth,14942
1990-01-06,86,Alannah Myles,Black Velvet,14943
1990-01-06,87,Diving For Pearls,Gimme Your Good Lovin',14927
1990-01-06,88,Lil Louis,French Kiss,14874
1990-01-06,89,Abstrac',Right And Hype,14939
1990-01-06,90,Michael Morales,I Don't Know,14924
1990-01-06,91,Stevie B,Girl I Am Searching For You,14859
1990-01-06,92,Janet Jackson,Miss You Much,14814
1990-01-06,93,Starship,I Didn't Mean To Stay All Night,14912
1990-01-06,94,Sharon Bryant,Foolish Heart,-1
1990-01-06,95,Christopher Williams,Talk To Myself,14824
1990-01-06,96,After 7,Heat Of The Moment,14869
1990-01-06,97,New Kids On The Block,Cover Girl,14830
1990-01-06,98,Hooters,500 Miles,14929
1990-01-06,99,Saraya,Back To The Bullet,14899
1990-01-06,100,Chunky A,Owwww!,14919
1990-01-13,1,Phil Collins,Another Day In Paradise,14884
1990-01-13,2,Janet Jackson,Rhythm Nation,14893
1990-01-13,3,Technotronic Featuring Felly,Pump Up The Jam,-1
1990-01-13,4,Michael Bolton,How Am I Supposed To Live Without You,14879
1990-01-13,5,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,14846
1990-01-13,6,Jody Watley,Everything,14866
1990-01-13,7,New Kids On The Block,This One's For The Children,14896
1990-01-13,8,Cher,Just Like Jesse James,14870
1990-01-13,9,Taylor Dayne,With Every Beat Of My Heart,14868
1990-01-13,10,Lou Gramm,Just Between You And Me,14876
1990-01-13,11,Jive Bunny & The Mastermixers,Swing The Mood,14880
1990-01-13,12,Rod Stewart,Downtown Train,14905
1990-01-13,13,Tom Petty,Free Fallin',14885
1990-01-13,14,Tesla,Love Song,14851
1990-01-13,15,Seduction,Two To Make It Right,14895
1990-01-13,16,Billy Joel,We Didn't Start The Fire,14864
1990-01-13,17,Joe Cocker,When The Night Comes,14877
1990-01-13,18,Soul II Soul,Back To Life,14835
1990-01-13,19,Skid Row,I Remember You,14900
1990-01-13,20,Aerosmith,Janie's Got A Gun,14907
1990-01-13,21,Milli Vanilli,Blame It On The Rain,14855
1990-01-13,22,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,14903
1990-01-13,23,Eddie Money,Peace In Our Time,14913
1990-01-13,24,Madonna,Oh Father,14894
1990-01-13,25,Babyface,Tender Lover,14902
1990-01-13,26,Paula Abdul (Duet With The Wild Pair),Opposites Attract,-1
1990-01-13,27,The Rolling Stones,Rock And A Hard Place,14886
1990-01-13,28,Bon Jovi,Living In Sin,14856
1990-01-13,29,Chicago,What Kind Of Man Would I Be?,14918
1990-01-13,30,Expose,Tell Me Why,14921
1990-01-13,31,The B-52s,Love Shack,-1
1990-01-13,32,Michael Damian,Was It Nothing At All,14878
1990-01-13,33,Motley Crue,Kickstart My Heart,14909
1990-01-13,34,Young M.C.,Principal's Office,14908
1990-01-13,35,Roxette,Dangerous,14930
1990-01-13,36,KIX,Don't Close Your Eyes,14827
1990-01-13,37,Gloria Estefan,Here We Are,14931
1990-01-13,38,The Cover Girls,We Can't Go Wrong,14922
1990-01-13,39,Milli Vanilli,All Or Nothing,14940
1990-01-13,40,Shana,I Want You,14863
1990-01-13,41,Young M.C.,Bust A Move,14775
1990-01-13,42,Tina Turner,Steamy Windows,14906
1990-01-13,43,Poco,Nothin' To Hide,14916
1990-01-13,44,Michel'le,No More Lies,14904
1990-01-13,45,Bad English,Price Of Love,14935
1990-01-13,46,Paula Abdul,(It's Just) The Way That You Love Me,14533
1990-01-13,47,Bad English,When I See You Smile,14832
1990-01-13,48,Sybil,Don't Make Me Over,14838
1990-01-13,49,Tears For Fears,Woman In Chains,14917
1990-01-13,50,The 2 Live Crew,Me So Horny,14826
1990-01-13,51,Jaya,If You Leave Me Now,14867
1990-01-13,52,Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),-1
1990-01-13,53,Don Henley,The Last Worthless Evening,14860
1990-01-13,54,Whitesnake,Fool For Your Loving,11259
1990-01-13,55,Bonham,Wait For You,14910
1990-01-13,56,D-Mob Introducing Cathy Dennis,C'mon And Get My Love,14933
1990-01-13,57,The B-52s,Roam,14937
1990-01-13,58,Richard Marx,Angelia,14854
1990-01-13,59,Marcia Griffiths,Electric Boogie,14923
1990-01-13,60,Depeche Mode,Personal Jesus,14928
1990-01-13,61,SaFire,I Will Survive,14932
1990-01-13,62,Alice Cooper,Poison,14834
1990-01-13,63,Luther Vandross,Here And Now,14936
1990-01-13,64,Belinda Carlisle,Leave A Light On,14847
1990-01-13,65,Great White,The Angel Song,14849
1990-01-13,66,Jermaine Jackson,Don't Take It Personal,14915
1990-01-13,67,Billy Joel,I Go To Extremes,14944
1990-01-13,68,Kenny G,Going Home,-1
1990-01-13,69,Paul Carrack,I Live By The Groove,14875
1990-01-13,70,Pajama Party,Over And Over,14898
1990-01-13,71,Warrant,Sometimes She Cries,14941
1990-01-13,72,Dino,Never 2 Much Of U,14934
1990-01-13,73,Neneh Cherry,Heart,14926
1990-01-13,74,Prince With Sheena Easton,The Arms Of Orion,14871
1990-01-13,75,The Smithereens,A Girl Like You,14925
1990-01-13,76,Kevin Paige,Don't Shut Me Out,14804
1990-01-13,77,Eric Clapton,Pretending,14901
1990-01-13,78,Michael Penn,No Myth,14942
1990-01-13,79,Roxette,Listen To Your Heart,14806
1990-01-13,80,Alannah Myles,Black Velvet,14943
1990-01-13,81,Gloria Estefan,Get On Your Feet,14845
1990-01-13,82,Christopher Max,Serious Kinda Girl,14920
1990-01-13,83,New Kids On The Block,Didn't I (Blow Your Mind),14831
1990-01-13,84,KISS,Hide Your Heart,14911
1990-01-13,85,The Cure,Lullaby,14914
1990-01-13,86,Loverboy,Too Hot,14938
1990-01-13,87,Elton John,Sacrifice,14945
1990-01-13,88,Entouch Featuring Keith Sweat,All Nite,-1
1990-01-13,89,Abstrac',Right And Hype,14939
1990-01-13,90,Bobby Brown,Rock Wit'cha,14808
1990-01-13,91,Saraya,"Timeless Love (From ""Shocker"")",-1
1990-01-13,92,Paul McCartney,Figure Of Eight,14946
1990-01-13,93,Stevie B,Girl I Am Searching For You,14859
1990-01-13,94,Diving For Pearls,Gimme Your Good Lovin',14927
1990-01-13,95,New Kids On The Block,Cover Girl,14830
1990-01-13,96,Lil Louis,French Kiss,14874
1990-01-13,97,Janet Jackson,Miss You Much,14814
1990-01-13,98,Sharon Bryant,Foolish Heart,-1
1990-01-13,99,Michael Morales,I Don't Know,14924
1990-01-13,100,Starship,I Didn't Mean To Stay All Night,14912
1990-01-20,1,Michael Bolton,How Am I Supposed To Live Without You,14879
1990-01-20,2,Technotronic Featuring Felly,Pump Up The Jam,-1
1990-01-20,3,Phil Collins,Another Day In Paradise,14884
1990-01-20,4,Jody Watley,Everything,14866
1990-01-20,5,Rod Stewart,Downtown Train,14905
1990-01-20,6,Janet Jackson,Rhythm Nation,14893
1990-01-20,7,Lou Gramm,Just Between You And Me,14876
1990-01-20,8,Tom Petty,Free Fallin',14885
1990-01-20,9,Seduction,Two To Make It Right,14895
1990-01-20,10,Tesla,Love Song,14851
1990-01-20,11,Joe Cocker,When The Night Comes,14877
1990-01-20,12,Skid Row,I Remember You,14900
1990-01-20,13,Jive Bunny & The Mastermixers,Swing The Mood,14880
1990-01-20,14,Aerosmith,Janie's Got A Gun,14907
1990-01-20,15,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,14846
1990-01-20,16,Paula Abdul (Duet With The Wild Pair),Opposites Attract,-1
1990-01-20,17,New Kids On The Block,This One's For The Children,14896
1990-01-20,18,Eddie Money,Peace In Our Time,14913
1990-01-20,19,Cher,Just Like Jesse James,14870
1990-01-20,20,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,14903
1990-01-20,21,Babyface,Tender Lover,14902
1990-01-20,22,Taylor Dayne,With Every Beat Of My Heart,14868
1990-01-20,23,Chicago,What Kind Of Man Would I Be?,14918
1990-01-20,24,Expose,Tell Me Why,14921
1990-01-20,25,Soul II Soul,Back To Life,14835
1990-01-20,26,Roxette,Dangerous,14930
1990-01-20,27,Billy Joel,We Didn't Start The Fire,14864
1990-01-20,28,Motley Crue,Kickstart My Heart,14909
1990-01-20,29,Michael Damian,Was It Nothing At All,14878
1990-01-20,30,Milli Vanilli,All Or Nothing,14940
1990-01-20,31,Gloria Estefan,Here We Are,14931
1990-01-20,32,The Cover Girls,We Can't Go Wrong,14922
1990-01-20,33,Young M.C.,Principal's Office,14908
1990-01-20,34,Milli Vanilli,Blame It On The Rain,14855
1990-01-20,35,Bad English,Price Of Love,14935
1990-01-20,36,Michel'le,No More Lies,14904
1990-01-20,37,Janet Jackson,Escapade,14947
1990-01-20,38,The B-52s,Roam,14937
1990-01-20,39,Poco,Nothin' To Hide,14916
1990-01-20,40,The B-52s,Love Shack,-1
1990-01-20,41,Shana,I Want You,14863
1990-01-20,42,Tears For Fears,Woman In Chains,14917
1990-01-20,43,D-Mob Introducing Cathy Dennis,C'mon And Get My Love,14933
1990-01-20,44,Madonna,Oh Father,14894
1990-01-20,45,Young M.C.,Bust A Move,14775
1990-01-20,46,Billy Joel,I Go To Extremes,14944
1990-01-20,47,Bon Jovi,Living In Sin,14856
1990-01-20,48,KIX,Don't Close Your Eyes,14827
1990-01-20,49,Richard Marx,Too Late To Say Goodbye,14948
1990-01-20,50,Jaya,If You Leave Me Now,14867
1990-01-20,51,Marcia Griffiths,Electric Boogie,14923
1990-01-20,52,Warrant,Sometimes She Cries,14941
1990-01-20,53,Luther Vandross,Here And Now,14936
1990-01-20,54,The 2 Live Crew,Me So Horny,14826
1990-01-20,55,Bad English,When I See You Smile,14832
1990-01-20,56,SaFire,I Will Survive,14932
1990-01-20,57,Sybil,Don't Make Me Over,14838
1990-01-20,58,Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),-1
1990-01-20,59,Depeche Mode,Personal Jesus,14928
1990-01-20,60,The Rolling Stones,Rock And A Hard Place,14886
1990-01-20,61,Kenny G,Going Home,-1
1990-01-20,62,Bonham,Wait For You,14910
1990-01-20,63,Tina Turner,Steamy Windows,14906
1990-01-20,64,Paula Abdul,(It's Just) The Way That You Love Me,14533
1990-01-20,65,Dino,Never 2 Much Of U,14934
1990-01-20,66,Michael Penn,No Myth,14942
1990-01-20,67,Jermaine Jackson,Don't Take It Personal,14915
1990-01-20,68,The Smithereens,A Girl Like You,14925
1990-01-20,69,Alannah Myles,Black Velvet,14943
1990-01-20,70,Pajama Party,Over And Over,14898
1990-01-20,71,Biz Markie,Just A Friend,14949
1990-01-20,72,Great White,The Angel Song,14849
1990-01-20,73,Whitesnake,Fool For Your Loving,11259
1990-01-20,74,Alice Cooper,Poison,14834
1990-01-20,75,Don Henley,The Last Worthless Evening,14860
1990-01-20,76,Richard Marx,Angelia,14854
1990-01-20,77,Whitesnake,The Deeper The Love,14950
1990-01-20,78,Kevin Paige,Don't Shut Me Out,14804
1990-01-20,79,A'me Lorain,"Whole Wide World (From ""True Love"")",14951
1990-01-20,80,Elton John,Sacrifice,14945
1990-01-20,81,Neneh Cherry,Heart,14926
1990-01-20,82,Kevin Paige,Anything I Want,14952
1990-01-20,83,Entouch Featuring Keith Sweat,All Nite,-1
1990-01-20,84,Belinda Carlisle,Leave A Light On,14847
1990-01-20,85,Saraya,"Timeless Love (From ""Shocker"")",-1
1990-01-20,86,Belinda Carlisle,Summer Rain,14953
1990-01-20,87,Alice Cooper,House Of Fire,14954
1990-01-20,88,Skyy,Real Love,14955
