date,rank,artist,song,lyricId
1976-01-03,1,Bay City Rollers,Saturday Night,9074
1976-01-03,2,Barry Manilow,I Write The Songs,9124
1976-01-03,3,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To),9106
1976-01-03,4,Ohio Players,Love Rollercoaster,9125
1976-01-03,5,The Staple Singers,Let's Do It Again,9095
1976-01-03,6,C.W. McCall,Convoy,9152
1976-01-03,7,Sweet,Fox On The Run,9123
1976-01-03,8,KC And The Sunshine Band,That's The Way (I Like It),9094
1976-01-03,9,The O'Jays,I Love Music (Part 1),9102
1976-01-03,10,Silver Convention,"Fly, Robin, Fly",9076
1976-01-03,11,Donna Summer,Love To Love You Baby,9150
1976-01-03,12,Paul Anka,Times Of Your Life,9127
1976-01-03,13,David Ruffin,Walk Away From Love,9117
1976-01-03,14,Glen Campbell,Country Boy (You Got Your Feet In L.A.),9114
1976-01-03,15,"Earth, Wind & Fire",Sing A Song,9132
1976-01-03,16,Hot Chocolate,You Sexy Thing,9105
1976-01-03,17,KISS,Rock And Roll All Nite (live),9126
1976-01-03,18,John Denver,Fly Away,9151
1976-01-03,19,Jigsaw,Sky High,9026
1976-01-03,20,Electric Light Orchestra,Evil Woman,9131
1976-01-03,21,Bee Gees,Nights On Broadway,9068
1976-01-03,22,The Miracles,Love Machine (Part 1),9098
1976-01-03,23,Fleetwood Mac,Over My Head,9118
1976-01-03,24,The Isley Brothers,For The Love Of You (Part 1&2),9128
1976-01-03,25,Nazareth,Love Hurts,9137
1976-01-03,26,"Hamilton, Joe Frank & Reynolds",Winners And Losers,9115
1976-01-03,27,Harold Melvin And The Blue Notes,Wake Up Everybody (Part 1),-1
1976-01-03,28,Neil Sedaka,Breaking Up Is Hard To Do,1417
1976-01-03,29,The Wing And A Prayer Fife & Drum Corps.,Baby Face,9130
1976-01-03,30,Helen Reddy,Somewhere In The Night,9154
1976-01-03,31,Gladys Knight And The Pips,Part Time Love,9113
1976-01-03,32,Elton John,Island Girl,9073
1976-01-03,33,AWB,School Boy Crush,-1
1976-01-03,34,Paul Simon,50 Ways To Leave Your Lover,9173
1976-01-03,35,Bob Dylan,Hurricane (Part 1),9139
1976-01-03,36,Olivia Newton-John,Let It Shine/He Ain't Heavy...He's My Brother,-1
1976-01-03,37,The Road Apples,Let's Live Together,9065
1976-01-03,38,Al Green,Full Of Fire,9116
1976-01-03,39,Captain & Tennille,The Way I Want To Touch You,9061
1976-01-03,40,The Who,Squeeze Box,9141
1976-01-03,41,George Baker Selection,Paloma Blanca,9142
1976-01-03,42,Frankie Valli,Our Day Will Come,9085
1976-01-03,43,Bachman-Turner Overdrive,Down To The Line,9153
1976-01-03,44,David Bowie,Golden Years,9164
1976-01-03,45,Simon & Garfunkel,My Little Town,9081
1976-01-03,46,America,Woman Tonight,9140
1976-01-03,47,The Marshall Tucker Band,Fire On The Mountain,9089
1976-01-03,48,Purple Reign,This Old Man,9138
1976-01-03,49,Al Martino,Volare,9109
1976-01-03,50,Foghat,Slow Ride,9163
1976-01-03,51,Jefferson Starship,Play On Love,9162
1976-01-03,52,Tavares,Free Ride,9156
1976-01-03,53,Rhythm Heritage,Theme From S.W.A.T.,-1
1976-01-03,54,David Geddes,The Last Game Of The Season (A Blind Man In The Bleachers),9122
1976-01-03,55,Eagles,Take It To The Limit,9174
1976-01-03,56,Eric Carmen,All By Myself,9176
1976-01-03,57,Donny & Marie Osmond,Deep Purple,9169
1976-01-03,58,John Denver,Christmas For Cowboys,9165
1976-01-03,59,Natalie Cole,Inseparable,9166
1976-01-03,60,Barry White,Let The Music Play,9180
1976-01-03,61,Linda Ronstadt,Tracks Of My Tears,9175
1976-01-03,62,"Billy ""Crash"" Craddock",Easy As Pie,9168
1976-01-03,63,Bee Gees,Fanny (Be Tender With My Love),9181
1976-01-03,64,Morris Albert,Feelings,8928
1976-01-03,65,The Pointer Sisters,Going Down Slowly,9135
1976-01-03,66,The Spinners,Love Or Leave,9182
1976-01-03,67,Kenny Starr,The Blind Man In The Bleachers,9155
1976-01-03,68,Hagood Hardy,The Homecoming,-1
1976-01-03,69,Prelude,For A Dancer,9149
1976-01-03,70,John Paul Young,Yesterday's Hero,9172
1976-01-03,71,Art Garfunkel,Break Away,9183
1976-01-03,72,Commodores,Sweet Love,9184
1976-01-03,73,Leon Russell,Back To The Island,9188
1976-01-03,74,The 4 Seasons,"December, 1963 (Oh, What a Night)",9185
1976-01-03,75,Soul Train Gang,"Soul Train ""75""",9157
1976-01-03,76,The Doobie Brothers,I Cheat The Hangman,9186
1976-01-03,77,Cledus Maggard And The Citizen's Band,The White Knight,-1
1976-01-03,78,Conway Twitty with Joni Lee,Don't Cry Joni,-1
1976-01-03,79,Roxy Music,Love Is The Drug,9187
1976-01-03,80,Penny Mclean,Lady Bump,9189
1976-01-03,81,Queen,Bohemian Rhapsody,9190
1976-01-03,82,Rufus Featuring Chaka Khan,Sweet Thing,9191
1976-01-03,83,10cc,Art For Art's Sake,9146
1976-01-03,84,Andrew Gold,That's Why I Love You,9192
1976-01-03,85,Dr. Hook,Only Sixteen,9193
1976-01-03,86,Amazing Rhythm Aces,Amazing Grace (used To Be Her Favorite Song),9178
1976-01-03,87,Jim Croce,Chain Gang Medley,9194
1976-01-03,88,The Stylistics,Funky Weekend,9159
1976-01-03,89,Crown Heights Affair,Every Beat Of My Heart,9161
1976-01-03,90,The Eleventh Hour,Hollywood Hot,9028
1976-01-03,91,MFSB,The Zip,9145
1976-01-03,92,Eddie Kendricks,Happy,9080
1976-01-03,93,Bill Withers,Make Love To Your Mind,9177
1976-01-03,94,Country Joe McDonald,Breakfast For Two,9148
1976-01-03,95,Greg Lake,I Believe In Father Christmas,9179
1976-01-03,96,Justin Hayward & John Lodge,Blue Guitar,9171
1976-01-03,97,The 4 Seasons,Who Loves You,9013
1976-01-03,98,Gary Wright,Dream Weaver,9195
1976-01-03,99,Norman Connors,Valentine Love,9196
1976-01-03,100,C.C. & Company,Daydreamer,9197
1976-01-10,1,C.W. McCall,Convoy,9152
1976-01-10,2,Barry Manilow,I Write The Songs,9124
1976-01-10,3,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To),9106
1976-01-10,4,Ohio Players,Love Rollercoaster,9125
1976-01-10,5,Bay City Rollers,Saturday Night,9074
1976-01-10,6,Sweet,Fox On The Run,9123
1976-01-10,7,The O'Jays,I Love Music (Part 1),9102
1976-01-10,8,KC And The Sunshine Band,That's The Way (I Like It),9094
1976-01-10,9,Donna Summer,Love To Love You Baby,9150
1976-01-10,10,Paul Anka,Times Of Your Life,9127
1976-01-10,11,David Ruffin,Walk Away From Love,9117
1976-01-10,12,Glen Campbell,Country Boy (You Got Your Feet In L.A.),9114
1976-01-10,13,"Earth, Wind & Fire",Sing A Song,9132
1976-01-10,14,Hot Chocolate,You Sexy Thing,9105
1976-01-10,15,KISS,Rock And Roll All Nite (live),9126
1976-01-10,16,John Denver,Fly Away,9151
1976-01-10,17,Paul Simon,50 Ways To Leave Your Lover,9173
1976-01-10,18,Electric Light Orchestra,Evil Woman,9131
1976-01-10,19,The Staple Singers,Let's Do It Again,9095
1976-01-10,20,The Miracles,Love Machine (Part 1),9098
1976-01-10,21,Fleetwood Mac,Over My Head,9118
1976-01-10,22,Neil Sedaka,Breaking Up Is Hard To Do,1417
1976-01-10,23,Nazareth,Love Hurts,9137
1976-01-10,24,"Hamilton, Joe Frank & Reynolds",Winners And Losers,9115
1976-01-10,25,Harold Melvin And The Blue Notes,Wake Up Everybody (Part 1),-1
1976-01-10,26,The Isley Brothers,For The Love Of You (Part 1&2),9128
1976-01-10,27,The Wing And A Prayer Fife & Drum Corps.,Baby Face,9130
1976-01-10,28,Helen Reddy,Somewhere In The Night,9154
1976-01-10,29,Silver Convention,"Fly, Robin, Fly",9076
1976-01-10,30,Jigsaw,Sky High,9026
1976-01-10,31,Bee Gees,Nights On Broadway,9068
1976-01-10,32,Gladys Knight And The Pips,Part Time Love,9113
1976-01-10,33,Bob Dylan,Hurricane (Part 1),9139
1976-01-10,34,Olivia Newton-John,Let It Shine/He Ain't Heavy...He's My Brother,-1
1976-01-10,35,The Road Apples,Let's Live Together,9065
1976-01-10,36,The Who,Squeeze Box,9141
1976-01-10,37,George Baker Selection,Paloma Blanca,9142
1976-01-10,38,Rhythm Heritage,Theme From S.W.A.T.,-1
1976-01-10,39,David Bowie,Golden Years,9164
1976-01-10,40,Foghat,Slow Ride,9163
1976-01-10,41,Elton John,Island Girl,9073
1976-01-10,42,Eagles,Take It To The Limit,9174
1976-01-10,43,Bachman-Turner Overdrive,Down To The Line,9153
1976-01-10,44,Al Green,Full Of Fire,9116
1976-01-10,45,America,Woman Tonight,9140
1976-01-10,46,Eric Carmen,All By Myself,9176
1976-01-10,47,Donny & Marie Osmond,Deep Purple,9169
1976-01-10,48,Captain & Tennille,The Way I Want To Touch You,9061
1976-01-10,49,Jefferson Starship,Play On Love,9162
1976-01-10,50,Barry White,Let The Music Play,9180
1976-01-10,51,Linda Ronstadt,Tracks Of My Tears,9175
1976-01-10,52,Bee Gees,Fanny (Be Tender With My Love),9181
1976-01-10,53,AWB,School Boy Crush,-1
1976-01-10,54,The Spinners,Love Or Leave,9182
1976-01-10,55,Natalie Cole,Inseparable,9166
1976-01-10,56,"Billy ""Crash"" Craddock",Easy As Pie,9168
1976-01-10,57,Cledus Maggard And The Citizen's Band,The White Knight,-1
1976-01-10,58,Morris Albert,Feelings,8928
1976-01-10,59,Hagood Hardy,The Homecoming,-1
1976-01-10,60,John Paul Young,Yesterday's Hero,9172
1976-01-10,61,Art Garfunkel,Break Away,9183
1976-01-10,62,Commodores,Sweet Love,9184
1976-01-10,63,Leon Russell,Back To The Island,9188
1976-01-10,64,The 4 Seasons,"December, 1963 (Oh, What a Night)",9185
1976-01-10,65,The Doobie Brothers,I Cheat The Hangman,9186
1976-01-10,66,Prelude,For A Dancer,9149
1976-01-10,67,Conway Twitty with Joni Lee,Don't Cry Joni,-1
1976-01-10,68,Larry Groce,Junk Food Junkie,9198
1976-01-10,69,Roxy Music,Love Is The Drug,9187
1976-01-10,70,Penny Mclean,Lady Bump,9189
1976-01-10,71,Queen,Bohemian Rhapsody,9190
1976-01-10,72,Simon & Garfunkel,My Little Town,9081
1976-01-10,73,Purple Reign,This Old Man,9138
1976-01-10,74,Tavares,Free Ride,9156
1976-01-10,75,Dr. Hook,Only Sixteen,9193
1976-01-10,76,Rufus Featuring Chaka Khan,Sweet Thing,9191
1976-01-10,77,The Marshall Tucker Band,Fire On The Mountain,9089
1976-01-10,78,Andrew Gold,That's Why I Love You,9192
1976-01-10,79,Jonathan Cain,'til It's Time To Say Goodbye,9199
1976-01-10,80,George McCrae,Honey I,9200
1976-01-10,81,Aerosmith,Dream On,8138
1976-01-10,82,Amazing Rhythm Aces,Amazing Grace (used To Be Her Favorite Song),9178
1976-01-10,83,Jim Croce,Chain Gang Medley,9194
1976-01-10,84,The Stylistics,Funky Weekend,9159
1976-01-10,85,Willie Nelson,Remember Me,9201
1976-01-10,86,Biddu Orchestra,I Could Have Danced All Night/Jump For Joy,-1
1976-01-10,87,Crown Heights Affair,Every Beat Of My Heart,9161
1976-01-10,88,Gary Wright,Dream Weaver,9195
1976-01-10,89,Black Oak Arkansas,Strong Enough To Be Gentle,9202
1976-01-10,90,Rod Stewart,This Old Heart Of Mine,9203
1976-01-10,91,Bill Withers,Make Love To Your Mind,9177
1976-01-10,92,Country Joe McDonald,Breakfast For Two,9148
1976-01-10,93,Dionne Warwick,Once You Hit The Road,9204
1976-01-10,94,Justin Hayward & John Lodge,Blue Guitar,9171
1976-01-10,95,Moonlion,The Little Drummer Boy,9205
1976-01-10,96,South Shore Commission,We're On The Right Track,9206
1976-01-10,97,Norman Connors,Valentine Love,9196
1976-01-10,98,C.C. & Company,Daydreamer,9197
1976-01-10,99,The Atlanta Disco Band,Bad Luck,9207
1976-01-10,100,S.S.O.,Tonight's The Night,9208
1976-01-17,1,Barry Manilow,I Write The Songs,9124
1976-01-17,2,Diana Ross,Theme From Mahogany (Do You Know Where You're Going To),9106
1976-01-17,3,C.W. McCall,Convoy,9152
1976-01-17,4,Ohio Players,Love Rollercoaster,9125
1976-01-17,5,Sweet,Fox On The Run,9123
1976-01-17,6,The O'Jays,I Love Music (Part 1),9102
1976-01-17,7,Donna Summer,Love To Love You Baby,9150
1976-01-17,8,Hot Chocolate,You Sexy Thing,9105
1976-01-17,9,Paul Anka,Times Of Your Life,9127
1976-01-17,10,David Ruffin,Walk Away From Love,9117
1976-01-17,11,Glen Campbell,Country Boy (You Got Your Feet In L.A.),9114
1976-01-17,12,"Earth, Wind & Fire",Sing A Song,9132
1976-01-17,13,KISS,Rock And Roll All Nite (live),9126
1976-01-17,14,John Denver,Fly Away,9151
1976-01-17,15,Paul Simon,50 Ways To Leave Your Lover,9173
1976-01-17,16,Electric Light Orchestra,Evil Woman,9131
1976-01-17,17,Bay City Rollers,Saturday Night,9074
1976-01-17,18,The Miracles,Love Machine (Part 1),9098
1976-01-17,19,Neil Sedaka,Breaking Up Is Hard To Do,1417
1976-01-17,20,Fleetwood Mac,Over My Head,9118
1976-01-17,21,Nazareth,Love Hurts,9137
1976-01-17,22,"Hamilton, Joe Frank & Reynolds",Winners And Losers,9115
